participant_id,trial_id,timestamp_ms,x_px,y_px,pupil,qc_anomaly_score,qc_flag,qc_model,qc_model_version
P001,T01,0.0,1122.3013911430735,524.899438061621,3.0658757773615393,-0.028289590755454785,False,IsolationForest,sklearn
P001,T01,16.666666666666668,1123.0684335620772,523.3182250999031,3.2979838610994854,-0.07338006082171517,False,IsolationForest,sklearn
P001,T01,33.333333333333336,1128.344821411254,527.2071847770478,3.3079236837073456,-0.0821526250456,False,IsolationForest,sklearn
P001,T01,50.0,1131.1498774647664,522.9107224626316,3.3442500940898996,-0.08643837368250246,False,IsolationForest,sklearn
P001,T01,66.66666666666667,1136.42057927261,522.6610929077003,3.2778165163745685,-0.08807008929495558,False,IsolationForest,sklearn
P001,T01,83.33333333333334,1143.755827304654,521.8884454973563,3.248600661340427,-0.07662491863358523,False,IsolationForest,sklearn
P001,T01,100.0,1146.9496824179741,523.7156658191767,3.3495279133915186,-0.06486561892537579,False,IsolationForest,sklearn
P001,T01,116.66666666666667,1159.799568023197,521.6835907372537,3.2385308725114155,0.0068139634719792674,True,IsolationForest,sklearn
P001,T01,133.33333333333334,1163.49544455865,527.3284522008581,3.2863263050814147,-0.0423378170621988,False,IsolationForest,sklearn
P001,T01,150.0,1158.5485572645025,530.5814161399817,3.3891905005444127,-0.06547622216869825,False,IsolationForest,sklearn
P001,T01,166.66666666666669,1151.5213862423273,533.2971874815076,3.2201388351253564,-0.07743182521458347,False,IsolationForest,sklearn
P001,T01,183.33333333333334,1152.2215010971715,534.3906304651528,3.4045714533537828,-0.021832924839982837,False,IsolationForest,sklearn
P001,T01,200.0,1156.2949824756029,534.7285258125972,3.334694327842798,-0.07009520211583758,False,IsolationForest,sklearn
P001,T01,216.66666666666669,1147.5520475564688,533.1301697308107,3.2435552814848645,-0.07200382729436666,False,IsolationForest,sklearn
P001,T01,233.33333333333334,1145.9011940491087,540.6048762869827,3.1961002661168108,-0.06876137096090806,False,IsolationForest,sklearn
P001,T01,250.00000000000003,1135.8039754194137,538.9304511370539,3.3195303678126007,-0.0624401687954817,False,IsolationForest,sklearn
P001,T01,266.6666666666667,1140.0713348981708,542.8971873130535,3.258152991330187,-0.07806581684399361,False,IsolationForest,sklearn
P001,T01,283.33333333333337,1145.2191901857136,541.9406656886454,3.1469176411994493,-0.05427471089981761,False,IsolationForest,sklearn
P001,T01,300.0,1139.702476469704,544.4264694089142,3.3170910883284677,-0.08460777436442468,False,IsolationForest,sklearn
P001,T01,316.6666666666667,1137.1389605916847,545.2191678642977,3.3750708472760804,-0.05440668079740785,False,IsolationForest,sklearn
P001,T01,333.33333333333337,1139.879612017029,541.9095381589644,3.256433538412191,-0.0862257792987145,False,IsolationForest,sklearn
P001,T01,350.0,1132.704574143495,544.3444005628924,3.2436717191756728,-0.06834267111445569,False,IsolationForest,sklearn
P001,T01,366.6666666666667,1135.5890540969303,546.5770564430421,3.379846213076734,-0.05207537959254854,False,IsolationForest,sklearn
P001,T01,383.33333333333337,1133.0492642246654,546.1784653885102,3.0975198679250364,-0.006398584403485563,False,IsolationForest,sklearn
P001,T01,400.0,1125.113066550539,541.1922312505028,3.3479729072068123,-0.052756639226284374,False,IsolationForest,sklearn
P001,T01,416.6666666666667,1122.8440912263027,547.6883727394331,3.257248323472629,-0.06528224140564937,False,IsolationForest,sklearn
P001,T01,433.33333333333337,1117.2423851462434,546.6611849500949,3.18599735341073,-0.06193777617519142,False,IsolationForest,sklearn
P001,T01,450.00000000000006,1122.2842339709878,538.0245828341332,3.3521308372255025,-0.06371426297511557,False,IsolationForest,sklearn
P001,T01,466.6666666666667,1118.719334236807,530.7942935621909,3.308655540925664,-0.08414578196164774,False,IsolationForest,sklearn
P001,T01,483.33333333333337,1120.1153915049354,530.9035542898081,3.4922134669585096,-0.0019745382872841666,False,IsolationForest,sklearn
P001,T01,500.00000000000006,1113.974406549204,531.7999324645897,3.3263996020766116,-0.08075862770989112,False,IsolationForest,sklearn
P001,T01,516.6666666666667,1118.9850740246916,533.5842877603372,3.475596346946347,-0.05902137713592015,False,IsolationForest,sklearn
P001,T01,533.3333333333334,1115.146564828193,528.9514080533096,3.2532228236213077,-0.09332648624353046,False,IsolationForest,sklearn
P001,T01,550.0,1118.9574705090795,527.8402945678157,3.123503244659681,-0.03859159629205311,False,IsolationForest,sklearn
P001,T01,566.6666666666667,1120.8385535937807,532.0309274072877,3.539607707003014,-0.0173702872279603,False,IsolationForest,sklearn
P001,T01,583.3333333333334,1123.3250101934366,527.0832368071283,3.044154446312243,-0.024139230158113367,False,IsolationForest,sklearn
P001,T01,600.0,873.5895057141045,473.2529358878411,3.2265483841128226,0.21121996094157558,True,IsolationForest,sklearn
P001,T01,616.6666666666667,879.9853870988303,474.03817872506784,3.280963819555357,0.07750192611997686,True,IsolationForest,sklearn
P001,T01,633.3333333333334,869.9372894306042,471.6066391797012,3.2935460939018015,-0.08578532132008593,False,IsolationForest,sklearn
P001,T01,650.0,870.7189365594415,476.52033673481645,3.2400845281753017,-0.09503121795907649,False,IsolationForest,sklearn
P001,T01,666.6666666666667,864.9282359860473,472.8942064121377,3.5554163678922195,-0.02611014402246964,False,IsolationForest,sklearn
P001,T01,683.3333333333334,869.9591712084654,468.37957052170253,3.411788761544909,-0.07974620319779402,False,IsolationForest,sklearn
P001,T01,700.0,869.0193438225168,468.17575789102534,3.221425476548473,-0.05180986598358572,False,IsolationForest,sklearn
P001,T01,716.6666666666667,866.2894429404721,462.0477290721891,3.1466474910816453,-0.041811842794697573,False,IsolationForest,sklearn
P001,T01,733.3333333333334,875.7639904789347,462.8476871400563,3.2857634008668137,-0.07122151615214722,False,IsolationForest,sklearn
P001,T01,750.0,883.6000009291756,463.9445996468756,3.2506887322999516,-0.0707427667782628,False,IsolationForest,sklearn
P001,T01,766.6666666666667,886.1725395599453,471.62337960685556,3.3219881324666285,-0.0803348027670645,False,IsolationForest,sklearn
P001,T01,783.3333333333334,877.9635843644713,479.8780192680118,3.5068398864939954,-0.03130238270007979,False,IsolationForest,sklearn
P001,T01,800.0,875.6644604376554,487.1852407292228,3.1671545181547813,-0.07830209046820258,False,IsolationForest,sklearn
P001,T01,816.6666666666667,879.5244212057896,485.21221511492485,3.2993853759935914,-0.0968054936903538,False,IsolationForest,sklearn
P001,T01,833.3333333333334,881.5498684985832,492.2496244214934,3.3108701888282095,-0.10434280320073697,False,IsolationForest,sklearn
P001,T01,850.0000000000001,869.2488358923971,492.00603241184285,3.198812367564855,-0.08110717189652022,False,IsolationForest,sklearn
P001,T01,866.6666666666667,863.9799216908245,490.3354152083388,3.4099083050827215,-0.09198970437767384,False,IsolationForest,sklearn
P001,T01,883.3333333333334,864.163710646391,487.9145680416709,3.2606792286765645,-0.101293917747791,False,IsolationForest,sklearn
P001,T01,900.0000000000001,867.3924032684146,494.60155857888464,3.2814593184900116,-0.11287418174688435,False,IsolationForest,sklearn
P001,T01,916.6666666666667,866.0492503671315,495.81404253524073,3.321188803014445,-0.09537935234424161,False,IsolationForest,sklearn
P001,T01,933.3333333333334,866.5921890568987,496.95518418593525,3.6020968845040704,0.002641579443380615,True,IsolationForest,sklearn
P001,T01,950.0000000000001,861.4727289535458,495.51826737818936,3.1243869597795593,-0.0699672458025456,False,IsolationForest,sklearn
P001,T01,966.6666666666667,863.3663589750879,501.5475354826305,3.212509939470767,-0.11278712353438375,False,IsolationForest,sklearn
P001,T01,983.3333333333334,850.482624796656,500.73420587990597,3.1725102705768524,-0.06302161493787656,False,IsolationForest,sklearn
P001,T01,1000.0000000000001,863.7488765602089,498.0870087430756,3.1947767066198893,-0.07246911642665793,False,IsolationForest,sklearn
P001,T01,1016.6666666666667,853.2025062120691,490.75178251612067,3.5555096534433956,-0.01968909492819443,False,IsolationForest,sklearn
P001,T01,1033.3333333333335,846.6217927413413,499.93635015772725,3.648608060308849,0.023219609887166315,True,IsolationForest,sklearn
P001,T01,1050.0,844.4122990006132,501.6441279124298,3.507443717328671,-0.04045144984848342,False,IsolationForest,sklearn
P001,T01,1066.6666666666667,842.9406319249605,505.5308157927385,3.352171928935994,-0.10799776848415327,False,IsolationForest,sklearn
P001,T01,1083.3333333333335,842.1376941378643,498.6563367508886,3.27141915072304,-0.11822801760669194,False,IsolationForest,sklearn
P001,T01,1100.0,843.5307134756218,495.87970065679355,3.3565846227054164,-0.10605094997323672,False,IsolationForest,sklearn
P001,T01,1116.6666666666667,844.4632894416326,497.6384826987896,3.306378641709344,-0.10320544059449305,False,IsolationForest,sklearn
P001,T01,1133.3333333333335,840.1339412403755,499.22095400715614,3.288325608190381,-0.11154869149842744,False,IsolationForest,sklearn
P001,T01,1150.0,849.5740706552269,501.1501867699386,3.2084331348366275,-0.09745892364011244,False,IsolationForest,sklearn
P001,T01,1166.6666666666667,851.1410169566759,495.5881294100215,3.4429371543706635,-0.09791963342626692,False,IsolationForest,sklearn
P001,T01,1183.3333333333335,854.0218773770256,486.8651994751505,3.4112926177869816,-0.09039118452525952,False,IsolationForest,sklearn
P001,T01,1200.0,512.8975711248979,425.7555844296371,3.3316460645227823,0.24262800616476454,True,IsolationForest,sklearn
P001,T01,1216.6666666666667,511.1445440100766,425.2381430893073,3.2697627146151738,0.14805646297986186,True,IsolationForest,sklearn
P001,T01,1233.3333333333335,519.9734958480356,412.40485088465084,3.2715779682588377,-0.0038428998171711193,False,IsolationForest,sklearn
P001,T01,1250.0,521.7494597861581,410.5452779780444,3.0891933861025698,0.004411344002421491,True,IsolationForest,sklearn
P001,T01,1266.6666666666667,532.1135610711433,402.8759709534637,3.4036593616437822,-0.04049244251748402,False,IsolationForest,sklearn
P001,T01,1283.3333333333335,531.7456149961702,397.61147839994396,3.2598652593172948,-0.043034602535939714,False,IsolationForest,sklearn
P001,T01,1300.0,535.2415464480964,406.27303642699366,3.441289426677323,-0.06936205343604485,False,IsolationForest,sklearn
P001,T01,1316.6666666666667,545.7051536051032,408.46800222068515,3.399358581215647,-0.06908957095218343,False,IsolationForest,sklearn
P001,T01,1333.3333333333335,546.1044285002585,404.98088310418376,3.4187500721513824,-0.06442196053441973,False,IsolationForest,sklearn
P001,T01,1350.0,550.7985305547644,404.02762781665797,3.4405496512160783,-0.05888571729332365,False,IsolationForest,sklearn
P001,T01,1366.6666666666667,561.7224075006452,407.68150127235117,3.111355169321611,-0.007126948070276751,False,IsolationForest,sklearn
P001,T01,1383.3333333333335,554.6903643450763,405.09010206051977,3.481347411993206,-0.031116919712744273,False,IsolationForest,sklearn
P001,T01,1400.0,550.4967817736039,400.02151522831775,3.303933851145151,-0.0645398323684444,False,IsolationForest,sklearn
P001,T01,1416.6666666666667,546.4699401092244,401.58156258607397,3.4386374443328034,-0.06432635759740585,False,IsolationForest,sklearn
P001,T01,1433.3333333333335,532.7222030576357,403.10339623122525,3.308644028787909,-0.05034964311938522,False,IsolationForest,sklearn
P001,T01,1450.0,542.419461147543,392.7872048472015,3.2290675889770672,-0.015488508212253227,False,IsolationForest,sklearn
P001,T01,1466.6666666666667,532.9298947508194,400.16695008746905,3.344202793524079,-0.060701014498457495,False,IsolationForest,sklearn
P001,T01,1483.3333333333335,529.5042327816886,404.2357685373001,3.4282165867186842,-0.07116821987051714,False,IsolationForest,sklearn
P001,T01,1500.0,530.9106381378808,405.5874847337087,3.196398568231274,-0.053990281792870076,False,IsolationForest,sklearn
P001,T01,1516.6666666666667,529.9955029431667,407.5044540554762,3.419978909629235,-0.06579718278485924,False,IsolationForest,sklearn
P001,T01,1533.3333333333335,529.2454487612492,414.911731793771,3.210769412542492,-0.06799624920354352,False,IsolationForest,sklearn
P001,T01,1550.0,530.4592859122364,419.1336577461976,3.301371126667279,-0.07753749646145253,False,IsolationForest,sklearn
P001,T01,1566.6666666666667,535.6000498076355,423.3427580806479,3.366493980158891,-0.06952629367344454,False,IsolationForest,sklearn
P001,T01,1583.3333333333335,534.3690796744393,413.32514662031537,3.4925105233820566,-0.03682016699184798,False,IsolationForest,sklearn
P001,T01,1600.0,535.0163623404975,419.872900044618,3.1077288550729287,-0.03518132845622729,False,IsolationForest,sklearn
P001,T01,1616.6666666666667,525.4086947177843,415.9022185944909,3.352756392722039,-0.07391961780045953,False,IsolationForest,sklearn
P001,T01,1633.3333333333335,527.0663397937557,408.838389175029,3.0227875876040824,-0.008746006726362499,False,IsolationForest,sklearn
P001,T01,1650.0000000000002,524.2356835919256,411.13531803361207,3.3842344351465523,-0.08115846231094542,False,IsolationForest,sklearn
P001,T01,1666.6666666666667,520.2614338373961,411.82652519390547,3.3912159702451024,-0.07953123296787523,False,IsolationForest,sklearn
P001,T01,1683.3333333333335,523.4418220710049,408.30315887955607,3.2784466303402247,-0.08394119759913232,False,IsolationForest,sklearn
P001,T01,1700.0000000000002,528.3649929235095,406.3344530184332,3.3625400706878534,-0.09486820141952906,False,IsolationForest,sklearn
P001,T01,1716.6666666666667,527.6597399195407,410.48204822855354,3.060832755473501,-0.03941798371781652,False,IsolationForest,sklearn
P001,T01,1733.3333333333335,518.7666275348838,398.813967629312,3.2186082671813785,-0.011994881891397524,False,IsolationForest,sklearn
P001,T01,1750.0000000000002,517.0573231365884,399.8029180390213,3.430706099605295,0.003537939699463366,True,IsolationForest,sklearn
P001,T01,1766.6666666666667,516.6424955282315,406.5708474868683,3.311055199012093,-0.0758384433411855,False,IsolationForest,sklearn
P001,T01,1783.3333333333335,513.076093415039,399.1681649240432,3.1934239375519615,-0.03290732737731489,False,IsolationForest,sklearn
P001,T01,1800.0000000000002,759.9374113681455,622.1799350431547,3.134138218154755,0.2484833543765702,True,IsolationForest,sklearn
P001,T01,1816.6666666666667,753.6941477332003,624.5534204854707,3.2842696019174724,0.11167274274815198,True,IsolationForest,sklearn
P001,T01,1833.3333333333335,759.2639296826112,621.528416921427,3.235931971395173,-0.0933220437297077,False,IsolationForest,sklearn
P001,T01,1850.0000000000002,755.3382300224858,623.6678691249016,3.2772906790876313,-0.09718491758880604,False,IsolationForest,sklearn
P001,T01,1866.6666666666667,757.509761146059,630.2711774025424,3.2588656618962744,-0.09613159788849307,False,IsolationForest,sklearn
P001,T01,1883.3333333333335,763.9130956454909,628.6137365420561,3.433751093349285,-0.08141669550027125,False,IsolationForest,sklearn
P001,T01,1900.0000000000002,763.1262704642709,630.3576160122876,3.534121507215156,-0.017548078854934035,False,IsolationForest,sklearn
P001,T01,1916.6666666666667,763.5425572750676,631.158568978873,3.4291488188959662,-0.05186154566716761,False,IsolationForest,sklearn
P001,T01,1933.3333333333335,765.5409795107771,631.0292547391036,3.3376689853749064,-0.08078104898773791,False,IsolationForest,sklearn
P001,T01,1950.0000000000002,756.0035745509233,620.6643375591472,3.1659139064412467,-0.020963516086280054,False,IsolationForest,sklearn
P001,T01,1966.6666666666667,754.2444250310307,630.3504933712948,3.4327192043888757,-0.07007977486910205,False,IsolationForest,sklearn
P001,T01,1983.3333333333335,756.3306757457365,628.3151021895432,3.2658763394351884,-0.08469861204780715,False,IsolationForest,sklearn
P001,T01,2000.0000000000002,760.0457024475888,626.6188097701231,3.4276621839281227,-0.0845260628411671,False,IsolationForest,sklearn
P001,T01,2016.6666666666667,760.0837368217625,639.6071784031022,3.326769569115033,-0.0575782987557677,False,IsolationForest,sklearn
P001,T01,2033.3333333333335,760.6328578908018,642.5110638797512,3.293186016672877,-0.06744564208180864,False,IsolationForest,sklearn
